Teacher_ID,School_ID,Subject,Training_Level,Years_of_Experience,Student_Teacher_Ratio
TCH3100,SCH157,Social Studies,Basic,7,19
TCH3101,SCH380,Math,Basic,6,29
TCH3102,SCH018,Science,Advanced,4,26
TCH3103,SCH024,English,Basic,19,10
TCH3104,SCH043,Nepali,Advanced,10,11
TCH3105,SCH042,Science,Advanced,11,11
TCH3106,SCH170,Social Studies,Basic,9,18
TCH3107,SCH062,Science,Advanced,8,10
TCH3108,SCH469,English,Basic,13,28
TCH3109,SCH486,Social Studies,Basic,12,24
TCH3110,SCH422,Social Studies,Basic,8,8
TCH3111,SCH095,English,Basic,4,33
TCH3112,SCH112,English,Basic,17,20
TCH3113,SCH074,Social Studies,Basic,10,24
TCH3114,SCH180,English,Basic,6,27
TCH3115,SCH284,English,Advanced,9,9
TCH3116,SCH179,Math,Basic,10,30
TCH3117,SCH353,Nepali,Advanced,24,11
TCH3118,SCH431,Math,Basic,6,11
TCH3119,SCH235,Science,Advanced,9,10
TCH3120,SCH386,Math,Basic,15,30
TCH3121,SCH125,Science,Basic,12,31
TCH3122,SCH081,Science,Basic,1,8
TCH3123,SCH348,Social Studies,Advanced,16,9
TCH3124,SCH158,Nepali,Advanced,13,20
TCH3125,SCH117,Math,Basic,14,27
TCH3126,SCH466,Nepali,Basic,12,8
TCH3127,SCH319,Science,Advanced,25,8
TCH3128,SCH300,Science,Advanced,3,11
TCH3129,SCH256,Nepali,Advanced,13,24
TCH3130,SCH443,Science,Advanced,7,9
TCH3131,SCH187,Science,Advanced,10,22
TCH3132,SCH223,Math,Basic,19,8
TCH3133,SCH412,Math,Advanced,1,31
TCH3134,SCH074,Nepali,Basic,4,27
TCH3135,SCH120,Science,Basic,15,8
TCH3136,SCH322,Science,Advanced,11,23
TCH3137,SCH436,Social Studies,Basic,4,24
TCH3138,SCH279,Social Studies,Basic,16,26
TCH3139,SCH293,Math,Advanced,17,10
TCH3140,SCH142,Social Studies,Advanced,8,10
TCH3141,SCH460,Social Studies,Advanced,11,9
TCH3142,SCH435,Nepali,Advanced,16,10
TCH3143,SCH462,Social Studies,Basic,4,28
TCH3144,SCH162,Science,Basic,7,28
TCH3145,SCH175,Social Studies,Basic,4,21
TCH3146,SCH159,Science,Advanced,5,25
TCH3147,SCH061,Social Studies,Basic,7,30
TCH3148,SCH238,English,Basic,4,17
TCH3149,SCH028,Nepali,Basic,7,27
TCH3150,SCH118,Nepali,Advanced,9,10
TCH3151,SCH055,Social Studies,Advanced,7,8
TCH3152,SCH476,Nepali,Basic,15,11
TCH3153,SCH039,Math,Advanced,10,27
TCH3154,SCH190,English,Advanced,10,24
TCH3155,SCH036,Social Studies,Advanced,16,8
TCH3156,SCH451,Math,Basic,19,11
TCH3157,SCH430,Nepali,Advanced,3,11
TCH3158,SCH005,Science,Advanced,12,34
TCH3159,SCH150,Nepali,Basic,5,8
TCH3160,SCH368,Social Studies,Basic,13,26
TCH3161,SCH439,Social Studies,Basic,3,14
TCH3162,SCH233,Math,Advanced,9,9
TCH3163,SCH345,Social Studies,Advanced,16,14
TCH3164,SCH410,English,Advanced,5,27
TCH3165,SCH019,Nepali,Advanced,3,24
TCH3166,SCH272,Science,Basic,22,12
TCH3167,SCH145,Math,Basic,9,11
TCH3168,SCH285,English,Basic,8,24
TCH3169,SCH157,Science,Basic,1,23
TCH3170,SCH363,Nepali,Basic,2,26
TCH3171,SCH202,English,Basic,7,8
TCH3172,SCH360,Math,Basic,14,11
TCH3173,SCH323,Social Studies,Advanced,7,8
TCH3174,SCH203,Science,Basic,6,21
TCH3175,SCH343,Math,Basic,3,9
TCH3176,SCH361,Social Studies,Basic,9,8
TCH3177,SCH264,Nepali,Basic,9,25
TCH3178,SCH145,English,Advanced,9,10
TCH3179,SCH254,Nepali,Basic,11,8
TCH3180,SCH094,Math,Basic,8,27
TCH3181,SCH332,Social Studies,Basic,10,14
TCH3182,SCH081,Social Studies,Advanced,11,10
TCH3183,SCH145,Science,Basic,13,11
TCH3184,SCH069,Nepali,Basic,15,8
TCH3185,SCH074,Math,Basic,9,23
TCH3186,SCH289,Social Studies,Advanced,8,9
TCH3187,SCH182,Nepali,Basic,10,12
TCH3188,SCH369,Nepali,Basic,3,25
TCH3189,SCH481,English,Basic,13,9
TCH3190,SCH479,Math,Basic,18,11
TCH3191,SCH263,Nepali,Basic,2,12
TCH3192,SCH323,Science,Advanced,26,13
TCH3193,SCH053,Social Studies,Basic,14,8
TCH3194,SCH425,English,Basic,12,8
TCH3195,SCH175,Social Studies,Basic,13,27
TCH3196,SCH336,Social Studies,Basic,19,28
TCH3197,SCH123,Social Studies,Advanced,3,30
TCH3198,SCH017,English,Basic,7,24
TCH3199,SCH166,Social Studies,Advanced,13,9
TCH3200,SCH109,Math,Basic,8,14
TCH3201,SCH497,Science,Advanced,14,27
TCH3202,SCH256,Nepali,Advanced,8,19
TCH3203,SCH379,Math,Advanced,18,8
TCH3204,SCH248,Math,Advanced,10,11
TCH3205,SCH337,English,Advanced,2,9
TCH3206,SCH122,Nepali,Basic,9,27
TCH3207,SCH141,Science,Basic,9,8
TCH3208,SCH364,Nepali,Advanced,9,21
TCH3209,SCH115,Nepali,Advanced,15,12
TCH3210,SCH266,English,Basic,8,20
TCH3211,SCH469,Math,Advanced,9,25
TCH3212,SCH405,Math,Advanced,7,12
TCH3213,SCH099,Nepali,Advanced,13,10
TCH3214,SCH265,Science,Basic,12,13
TCH3215,SCH281,Science,Basic,15,23
TCH3216,SCH242,Social Studies,Basic,17,9
TCH3217,SCH203,Social Studies,Advanced,11,22
TCH3218,SCH103,English,Basic,10,8
TCH3219,SCH076,Social Studies,Basic,7,21
TCH3220,SCH289,Social Studies,Basic,4,10
TCH3221,SCH205,Science,Basic,2,22
TCH3222,SCH148,English,Basic,17,21
TCH3223,SCH030,Science,Advanced,6,20
TCH3224,SCH405,Science,Advanced,20,10
TCH3225,SCH418,Social Studies,Advanced,18,10
TCH3226,SCH211,English,Advanced,13,11
TCH3227,SCH247,Math,Advanced,1,8
TCH3228,SCH307,Science,Advanced,14,10
TCH3229,SCH270,Nepali,Advanced,5,10
TCH3230,SCH200,Science,Basic,6,29
TCH3231,SCH298,Nepali,Advanced,9,26
TCH3232,SCH201,Science,Basic,4,23
TCH3233,SCH411,Math,Advanced,3,25
TCH3234,SCH247,English,Basic,11,11
TCH3235,SCH131,Social Studies,Basic,14,24
TCH3236,SCH117,English,Advanced,1,30
TCH3237,SCH439,Nepali,Advanced,15,8
TCH3238,SCH473,English,Basic,30,10
TCH3239,SCH403,Social Studies,Advanced,8,9
TCH3240,SCH231,Social Studies,Advanced,12,22
TCH3241,SCH261,English,Basic,1,30
TCH3242,SCH169,Math,Basic,7,22
TCH3243,SCH394,Social Studies,Basic,17,10
TCH3244,SCH392,Math,Advanced,6,23
TCH3245,SCH480,Nepali,Advanced,14,12
TCH3246,SCH393,English,Advanced,14,13
TCH3247,SCH173,Science,Advanced,3,8
TCH3248,SCH345,Science,Basic,1,9
TCH3249,SCH330,Nepali,Basic,16,27
TCH3250,SCH436,Nepali,Basic,12,26
TCH3251,SCH392,Nepali,Basic,4,30
TCH3252,SCH051,Social Studies,Advanced,5,24
TCH3253,SCH271,Nepali,Basic,17,27
TCH3254,SCH293,Social Studies,Basic,17,9
TCH3255,SCH154,Math,Advanced,1,19
TCH3256,SCH238,Social Studies,Basic,4,23
TCH3257,SCH298,Nepali,Advanced,7,25
TCH3258,SCH072,Nepali,Advanced,12,11
TCH3259,SCH417,Nepali,Advanced,9,28
TCH3260,SCH364,Nepali,Basic,10,25
TCH3261,SCH496,Nepali,Basic,7,11
TCH3262,SCH330,Science,Basic,1,30
TCH3263,SCH364,Nepali,Basic,13,23
TCH3264,SCH025,Math,Advanced,9,11
TCH3265,SCH385,Science,Advanced,11,11
TCH3266,SCH039,Nepali,Basic,13,21
TCH3267,SCH472,Science,Basic,1,24
TCH3268,SCH450,English,Advanced,17,9
TCH3269,SCH210,Nepali,Basic,13,20
TCH3270,SCH170,Social Studies,Basic,1,25
TCH3271,SCH141,Nepali,Advanced,5,9
TCH3272,SCH226,English,Advanced,10,12
TCH3273,SCH432,Nepali,Advanced,16,9
TCH3274,SCH167,English,Advanced,18,14
TCH3275,SCH368,Nepali,Advanced,8,30
TCH3276,SCH020,English,Advanced,18,27
TCH3277,SCH206,Nepali,Basic,6,27
TCH3278,SCH398,Nepali,Advanced,3,22
TCH3279,SCH022,Science,Advanced,6,25
TCH3280,SCH430,Social Studies,Basic,13,8
TCH3281,SCH014,English,Basic,22,9
TCH3282,SCH399,Social Studies,Advanced,9,13
TCH3283,SCH418,English,Advanced,17,10
TCH3284,SCH378,Science,Basic,10,25
TCH3285,SCH394,Nepali,Advanced,12,10
TCH3286,SCH298,Nepali,Basic,12,22
TCH3287,SCH486,Science,Advanced,10,22
TCH3288,SCH008,English,Advanced,20,9
TCH3289,SCH032,Social Studies,Advanced,5,17
TCH3290,SCH418,Nepali,Basic,9,11
TCH3291,SCH258,Nepali,Advanced,21,8
TCH3292,SCH330,Science,Basic,2,27
TCH3293,SCH062,Social Studies,Advanced,9,14
TCH3294,SCH331,Social Studies,Basic,15,12
TCH3295,SCH465,Social Studies,Advanced,13,24
TCH3296,SCH281,Science,Basic,4,34
TCH3297,SCH306,Nepali,Basic,8,8
TCH3298,SCH498,Science,Basic,9,23
TCH3299,SCH480,Math,Advanced,6,10
TCH3300,SCH442,Math,Basic,9,25
TCH3301,SCH216,Math,Advanced,3,8
TCH3302,SCH317,Science,Advanced,11,12
TCH3303,SCH316,Social Studies,Basic,17,10
TCH3304,SCH057,Social Studies,Advanced,2,28
TCH3305,SCH034,English,Basic,17,28
TCH3306,SCH076,Math,Basic,16,28
TCH3307,SCH296,English,Advanced,21,10
TCH3308,SCH470,Social Studies,Advanced,1,25
TCH3309,SCH078,Math,Advanced,15,8
TCH3310,SCH356,Nepali,Basic,1,25
TCH3311,SCH037,Science,Basic,9,25
TCH3312,SCH381,Nepali,Advanced,20,11
TCH3313,SCH112,Nepali,Advanced,14,29
TCH3314,SCH253,Science,Basic,6,23
TCH3315,SCH172,Social Studies,Basic,4,28
TCH3316,SCH265,Science,Advanced,1,9
TCH3317,SCH033,English,Advanced,6,23
TCH3318,SCH398,Science,Advanced,8,21
TCH3319,SCH432,Social Studies,Advanced,18,11
TCH3320,SCH355,Science,Basic,12,28
TCH3321,SCH375,Social Studies,Basic,27,10
TCH3322,SCH338,Social Studies,Basic,11,14
TCH3323,SCH500,Nepali,Basic,6,22
TCH3324,SCH090,Nepali,Advanced,11,25
TCH3325,SCH177,Math,Basic,24,10
TCH3326,SCH263,English,Advanced,10,11
TCH3327,SCH047,Math,Advanced,4,9
TCH3328,SCH194,Math,Advanced,17,8
TCH3329,SCH214,Nepali,Basic,6,28
TCH3330,SCH078,English,Advanced,19,11
TCH3331,SCH045,Social Studies,Basic,1,26
TCH3332,SCH442,English,Basic,14,33
TCH3333,SCH422,Science,Basic,5,8
TCH3334,SCH404,Social Studies,Advanced,9,19
TCH3335,SCH117,English,Advanced,7,26
TCH3336,SCH127,Science,Advanced,17,11
TCH3337,SCH436,English,Basic,12,28
TCH3338,SCH473,Science,Basic,13,10
TCH3339,SCH068,Social Studies,Basic,16,27
TCH3340,SCH340,English,Advanced,16,10
TCH3341,SCH084,Nepali,Advanced,4,9
TCH3342,SCH266,Science,Basic,9,30
TCH3343,SCH341,Science,Basic,16,24
TCH3344,SCH481,Nepali,Advanced,18,8
TCH3345,SCH119,Social Studies,Advanced,13,12
TCH3346,SCH427,Social Studies,Advanced,24,8
TCH3347,SCH264,Science,Advanced,2,32
TCH3348,SCH364,Social Studies,Basic,16,25
TCH3349,SCH227,English,Advanced,15,9
TCH3350,SCH082,Science,Advanced,7,18
TCH3351,SCH417,Math,Basic,8,25
TCH3352,SCH433,Math,Basic,24,13
TCH3353,SCH388,Nepali,Advanced,15,8
TCH3354,SCH353,Math,Advanced,9,9
TCH3355,SCH192,Math,Advanced,13,18
TCH3356,SCH262,Nepali,Advanced,7,24
TCH3357,SCH261,English,Advanced,1,28
TCH3358,SCH209,English,Basic,1,24
TCH3359,SCH017,English,Basic,7,30
TCH3360,SCH093,Math,Advanced,16,8
TCH3361,SCH042,English,Advanced,6,8
TCH3362,SCH486,Science,Basic,7,21
TCH3363,SCH124,Nepali,Advanced,10,8
TCH3364,SCH438,Nepali,Advanced,7,11
TCH3365,SCH295,Nepali,Advanced,16,8
TCH3366,SCH013,Math,Basic,1,29
TCH3367,SCH449,English,Basic,7,22
TCH3368,SCH263,Social Studies,Advanced,5,9
TCH3369,SCH064,Math,Advanced,7,27
TCH3370,SCH220,Nepali,Advanced,25,8
TCH3371,SCH001,Social Studies,Advanced,19,8
TCH3372,SCH082,Social Studies,Basic,5,17
TCH3373,SCH322,Math,Basic,1,17
TCH3374,SCH200,Nepali,Advanced,14,27
TCH3375,SCH413,English,Basic,15,19
TCH3376,SCH486,English,Basic,6,23
TCH3377,SCH077,Nepali,Basic,7,19
TCH3378,SCH032,Nepali,Basic,12,20
TCH3379,SCH294,Social Studies,Basic,5,30
TCH3380,SCH318,Nepali,Basic,13,11
TCH3381,SCH354,Math,Basic,11,12
TCH3382,SCH063,Math,Advanced,10,16
TCH3383,SCH224,Nepali,Basic,1,21
TCH3384,SCH082,Science,Basic,7,21
TCH3385,SCH363,English,Basic,13,27
TCH3386,SCH096,Social Studies,Advanced,7,25
TCH3387,SCH430,Math,Advanced,20,8
TCH3388,SCH478,English,Basic,17,10
TCH3389,SCH359,Social Studies,Advanced,28,12
TCH3390,SCH449,Nepali,Basic,10,24
TCH3391,SCH454,Social Studies,Advanced,11,21
TCH3392,SCH184,Math,Advanced,1,10
TCH3393,SCH401,English,Basic,9,19
TCH3394,SCH015,English,Advanced,1,11
TCH3395,SCH131,Nepali,Basic,11,22
TCH3396,SCH185,Social Studies,Basic,1,30
TCH3397,SCH010,Social Studies,Basic,12,25
TCH3398,SCH151,Social Studies,Basic,20,26
TCH3399,SCH350,Math,Basic,11,8
TCH3400,SCH251,Social Studies,Advanced,6,19
TCH3401,SCH423,Social Studies,Basic,7,13
TCH3402,SCH497,Social Studies,Basic,9,27
TCH3403,SCH018,Science,Advanced,1,32
TCH3404,SCH046,English,Basic,11,23
TCH3405,SCH077,Math,Basic,16,18
TCH3406,SCH488,Math,Advanced,27,9
TCH3407,SCH174,Nepali,Advanced,3,8
TCH3408,SCH182,Math,Basic,4,11
TCH3409,SCH156,Social Studies,Advanced,9,8
TCH3410,SCH025,Nepali,Advanced,1,8
TCH3411,SCH374,English,Basic,13,26
TCH3412,SCH158,English,Basic,2,23
TCH3413,SCH162,Social Studies,Basic,7,23
TCH3414,SCH313,Social Studies,Basic,8,8
TCH3415,SCH167,English,Basic,23,8
TCH3416,SCH444,English,Advanced,16,23
TCH3417,SCH211,Nepali,Advanced,16,12
TCH3418,SCH044,Nepali,Basic,8,23
TCH3419,SCH077,Science,Basic,11,23
TCH3420,SCH318,English,Basic,10,11
TCH3421,SCH376,Social Studies,Basic,8,12
TCH3422,SCH015,Math,Advanced,14,9
TCH3423,SCH051,Science,Advanced,9,20
TCH3424,SCH049,Science,Advanced,18,10
TCH3425,SCH109,English,Basic,25,11
TCH3426,SCH408,Social Studies,Advanced,9,8
TCH3427,SCH019,Math,Basic,4,28
TCH3428,SCH497,Nepali,Basic,9,18
TCH3429,SCH432,Science,Advanced,2,12
TCH3430,SCH040,Science,Basic,11,9
TCH3431,SCH049,English,Advanced,10,10
TCH3432,SCH264,Science,Basic,11,22
TCH3433,SCH112,Social Studies,Basic,13,19
TCH3434,SCH292,Math,Advanced,20,10
TCH3435,SCH145,Social Studies,Advanced,4,13
TCH3436,SCH490,Nepali,Basic,10,29
TCH3437,SCH329,English,Advanced,1,8
TCH3438,SCH196,Social Studies,Basic,10,10
TCH3439,SCH056,Science,Basic,12,28
TCH3440,SCH457,Social Studies,Basic,1,8
TCH3441,SCH191,Science,Advanced,5,26
TCH3442,SCH101,Social Studies,Advanced,17,11
TCH3443,SCH013,English,Basic,12,23
TCH3444,SCH313,English,Basic,15,8
TCH3445,SCH258,English,Basic,15,13
TCH3446,SCH021,Nepali,Basic,1,24
TCH3447,SCH463,English,Basic,19,11
TCH3448,SCH157,Science,Basic,14,26
TCH3449,SCH186,Science,Basic,20,11
TCH3450,SCH073,English,Advanced,7,26
TCH3451,SCH375,Math,Advanced,17,9
TCH3452,SCH348,Nepali,Advanced,10,9
TCH3453,SCH109,Nepali,Advanced,1,8
TCH3454,SCH484,Nepali,Basic,1,27
TCH3455,SCH140,Nepali,Advanced,16,22
TCH3456,SCH020,English,Basic,7,26
TCH3457,SCH488,Math,Basic,1,10
TCH3458,SCH468,Nepali,Advanced,19,8
TCH3459,SCH082,Science,Basic,7,28
TCH3460,SCH496,English,Advanced,6,9
TCH3461,SCH103,Science,Advanced,17,8
TCH3462,SCH317,Nepali,Basic,13,8
TCH3463,SCH445,Math,Advanced,17,13
TCH3464,SCH299,Math,Basic,3,8
TCH3465,SCH475,Nepali,Advanced,7,11
TCH3466,SCH369,Math,Basic,7,31
TCH3467,SCH368,Science,Basic,1,21
TCH3468,SCH086,Nepali,Basic,23,9
TCH3469,SCH080,Nepali,Advanced,18,28
TCH3470,SCH224,Science,Basic,8,27
TCH3471,SCH070,Nepali,Basic,1,12
TCH3472,SCH435,English,Basic,13,8
TCH3473,SCH166,Science,Advanced,12,9
TCH3474,SCH025,Nepali,Basic,18,8
TCH3475,SCH192,Nepali,Basic,10,22
TCH3476,SCH393,Math,Basic,1,8
TCH3477,SCH341,English,Basic,7,23
TCH3478,SCH061,Nepali,Advanced,9,23
TCH3479,SCH015,English,Advanced,5,9
TCH3480,SCH313,Social Studies,Basic,1,9
TCH3481,SCH080,Science,Basic,1,26
TCH3482,SCH169,Nepali,Basic,9,29
TCH3483,SCH381,English,Advanced,8,11
TCH3484,SCH399,Math,Advanced,1,10
TCH3485,SCH275,Math,Advanced,7,8
TCH3486,SCH370,Math,Advanced,21,8
TCH3487,SCH218,Science,Basic,10,25
TCH3488,SCH214,English,Advanced,12,20
TCH3489,SCH085,Nepali,Advanced,3,8
TCH3490,SCH322,Math,Basic,1,23
TCH3491,SCH411,Nepali,Advanced,7,27
TCH3492,SCH091,Social Studies,Basic,10,18
TCH3493,SCH077,English,Basic,10,22
TCH3494,SCH145,Math,Advanced,15,8
TCH3495,SCH261,Social Studies,Advanced,6,25
TCH3496,SCH467,Math,Advanced,9,10
TCH3497,SCH238,Math,Basic,13,23
TCH3498,SCH245,Social Studies,Advanced,17,11
TCH3499,SCH287,English,Basic,4,15
TCH3500,SCH481,Math,Basic,12,12
TCH3501,SCH413,Social Studies,Basic,13,26
TCH3502,SCH324,English,Basic,8,11
TCH3503,SCH222,English,Advanced,3,10
TCH3504,SCH131,Nepali,Basic,12,24
TCH3505,SCH006,English,Basic,2,24
TCH3506,SCH304,Science,Advanced,14,8
TCH3507,SCH197,Social Studies,Advanced,9,11
TCH3508,SCH387,Science,Basic,17,10
TCH3509,SCH188,Science,Basic,3,16
TCH3510,SCH331,Science,Basic,13,8
TCH3511,SCH437,Science,Basic,8,22
TCH3512,SCH363,Math,Advanced,11,20
TCH3513,SCH216,Math,Advanced,3,10
TCH3514,SCH281,Science,Basic,7,27
TCH3515,SCH041,English,Advanced,19,9
TCH3516,SCH439,English,Advanced,16,8
TCH3517,SCH305,Science,Advanced,1,24
TCH3518,SCH112,Social Studies,Basic,6,16
TCH3519,SCH234,Social Studies,Advanced,22,8
TCH3520,SCH470,Nepali,Advanced,5,28
TCH3521,SCH402,English,Basic,10,11
TCH3522,SCH400,Nepali,Advanced,4,25
TCH3523,SCH332,Social Studies,Advanced,20,9
TCH3524,SCH337,English,Advanced,14,9
TCH3525,SCH072,Social Studies,Basic,12,10
TCH3526,SCH160,Nepali,Basic,1,20
TCH3527,SCH179,Social Studies,Basic,4,27
TCH3528,SCH174,Math,Advanced,17,13
TCH3529,SCH245,Social Studies,Advanced,9,8
TCH3530,SCH186,Math,Advanced,12,8
TCH3531,SCH144,English,Basic,17,8
TCH3532,SCH089,Social Studies,Basic,5,8
TCH3533,SCH419,English,Basic,7,9
TCH3534,SCH185,Math,Basic,4,20
TCH3535,SCH013,Math,Advanced,15,23
TCH3536,SCH422,Math,Advanced,13,10
TCH3537,SCH047,Science,Basic,8,8
TCH3538,SCH083,Nepali,Basic,8,10
TCH3539,SCH378,English,Basic,2,27
TCH3540,SCH298,Science,Basic,1,24
TCH3541,SCH032,Social Studies,Advanced,11,29
TCH3542,SCH496,Science,Basic,2,10
TCH3543,SCH433,Science,Basic,21,14
TCH3544,SCH226,Math,Advanced,12,8
TCH3545,SCH160,English,Basic,15,27
TCH3546,SCH127,English,Advanced,23,13
TCH3547,SCH216,Science,Advanced,2,10
TCH3548,SCH296,Science,Basic,13,11
TCH3549,SCH234,Science,Advanced,12,14
TCH3550,SCH181,Science,Basic,10,9
TCH3551,SCH375,Math,Advanced,18,9
TCH3552,SCH125,English,Advanced,8,20
TCH3553,SCH483,English,Advanced,3,19
TCH3554,SCH103,Nepali,Advanced,9,8
TCH3555,SCH083,Social Studies,Advanced,5,9
TCH3556,SCH215,Social Studies,Basic,12,20
TCH3557,SCH118,English,Advanced,14,11
TCH3558,SCH211,Science,Basic,3,8
TCH3559,SCH412,Nepali,Basic,17,26
TCH3560,SCH354,English,Basic,15,8
TCH3561,SCH084,Science,Advanced,9,8
TCH3562,SCH365,Science,Basic,5,28
TCH3563,SCH286,English,Basic,5,33
TCH3564,SCH232,Nepali,Basic,6,18
TCH3565,SCH002,English,Advanced,16,12
TCH3566,SCH294,Social Studies,Basic,3,29
TCH3567,SCH306,Science,Basic,9,12
TCH3568,SCH074,Math,Basic,13,25
TCH3569,SCH129,Social Studies,Basic,12,28
TCH3570,SCH123,English,Basic,21,24
TCH3571,SCH392,Nepali,Basic,1,22
TCH3572,SCH387,Social Studies,Advanced,16,8
TCH3573,SCH300,Nepali,Basic,8,9
TCH3574,SCH100,English,Basic,17,21
TCH3575,SCH090,Nepali,Advanced,1,32
TCH3576,SCH250,Math,Basic,11,17
TCH3577,SCH459,Math,Advanced,9,11
TCH3578,SCH395,Math,Basic,10,8
TCH3579,SCH032,Science,Basic,8,33
TCH3580,SCH255,Science,Advanced,10,8
TCH3581,SCH279,Science,Advanced,7,22
TCH3582,SCH035,Social Studies,Basic,1,9
TCH3583,SCH416,Science,Basic,7,22
TCH3584,SCH211,Science,Basic,6,9
TCH3585,SCH487,English,Basic,15,34
TCH3586,SCH207,Math,Advanced,17,9
TCH3587,SCH314,Math,Advanced,5,9
TCH3588,SCH110,Math,Advanced,17,27
TCH3589,SCH267,Science,Basic,16,8
TCH3590,SCH238,Science,Basic,9,28
TCH3591,SCH146,Math,Advanced,6,18
TCH3592,SCH202,English,Basic,10,8
TCH3593,SCH361,Social Studies,Advanced,16,9
TCH3594,SCH457,Science,Basic,16,10
TCH3595,SCH211,Science,Basic,21,11
TCH3596,SCH352,Math,Basic,15,27
TCH3597,SCH064,Nepali,Advanced,3,20
TCH3598,SCH404,Nepali,Advanced,13,26
TCH3599,SCH152,Nepali,Advanced,2,24
TCH3600,SCH052,Math,Basic,6,30
TCH3601,SCH065,Science,Advanced,11,10
TCH3602,SCH022,Math,Basic,6,22
TCH3603,SCH304,Nepali,Advanced,19,8
TCH3604,SCH148,Science,Basic,12,30
TCH3605,SCH010,Science,Basic,10,22
TCH3606,SCH353,Math,Advanced,4,15
TCH3607,SCH107,Math,Advanced,18,11
TCH3608,SCH192,Science,Advanced,18,30
TCH3609,SCH091,Nepali,Basic,12,25
TCH3610,SCH336,English,Advanced,7,31
TCH3611,SCH304,Science,Basic,5,12
TCH3612,SCH345,Math,Advanced,1,8
TCH3613,SCH034,Nepali,Advanced,8,31
TCH3614,SCH398,Science,Advanced,8,24
TCH3615,SCH372,Math,Advanced,8,12
TCH3616,SCH468,Math,Advanced,14,10
TCH3617,SCH123,Math,Basic,16,19
TCH3618,SCH129,Nepali,Advanced,15,19
TCH3619,SCH141,Math,Basic,8,11
TCH3620,SCH476,Social Studies,Advanced,16,11
TCH3621,SCH234,Math,Basic,10,12
TCH3622,SCH189,Math,Basic,16,12
TCH3623,SCH425,English,Advanced,11,11
TCH3624,SCH426,Nepali,Advanced,15,32
TCH3625,SCH051,Nepali,Basic,5,20
TCH3626,SCH323,Math,Basic,6,8
TCH3627,SCH323,Social Studies,Advanced,30,14
TCH3628,SCH140,Nepali,Advanced,9,21
TCH3629,SCH090,Nepali,Basic,7,26
TCH3630,SCH416,Nepali,Basic,1,25
TCH3631,SCH098,Science,Basic,15,8
TCH3632,SCH049,Math,Advanced,11,11
TCH3633,SCH259,Math,Basic,8,22
TCH3634,SCH437,Social Studies,Basic,8,31
TCH3635,SCH415,Social Studies,Advanced,21,8
TCH3636,SCH477,Nepali,Advanced,21,9
TCH3637,SCH348,Nepali,Advanced,14,11
TCH3638,SCH326,English,Basic,3,10
TCH3639,SCH348,Math,Advanced,19,10
TCH3640,SCH195,Social Studies,Basic,14,11
TCH3641,SCH496,English,Basic,10,10
TCH3642,SCH031,Math,Basic,9,27
TCH3643,SCH011,Science,Basic,5,29
TCH3644,SCH472,Nepali,Basic,4,22
TCH3645,SCH108,Math,Advanced,12,11
TCH3646,SCH402,Social Studies,Advanced,5,9
TCH3647,SCH017,Math,Advanced,3,23
TCH3648,SCH373,Science,Advanced,7,10
TCH3649,SCH072,Math,Advanced,1,11
TCH3650,SCH006,Math,Basic,12,20
TCH3651,SCH333,English,Basic,8,29
TCH3652,SCH128,Math,Basic,1,32
TCH3653,SCH073,Math,Advanced,9,22
TCH3654,SCH132,English,Basic,8,10
TCH3655,SCH455,Math,Basic,7,27
TCH3656,SCH270,English,Basic,8,8
TCH3657,SCH220,Math,Basic,13,8
TCH3658,SCH266,Science,Basic,6,28
TCH3659,SCH191,Nepali,Basic,1,25
TCH3660,SCH066,Science,Basic,11,29
TCH3661,SCH131,English,Basic,8,24
TCH3662,SCH131,Social Studies,Basic,1,23
TCH3663,SCH327,Science,Advanced,17,8
TCH3664,SCH307,Social Studies,Advanced,1,12
TCH3665,SCH011,English,Advanced,6,28
TCH3666,SCH061,Science,Basic,2,24
TCH3667,SCH309,Math,Advanced,8,10
TCH3668,SCH099,Math,Advanced,12,11
TCH3669,SCH371,Nepali,Basic,10,12
TCH3670,SCH375,Social Studies,Advanced,7,11
TCH3671,SCH208,Social Studies,Advanced,19,10
TCH3672,SCH235,Nepali,Advanced,6,8
TCH3673,SCH323,Social Studies,Basic,10,8
TCH3674,SCH241,Math,Basic,8,14
TCH3675,SCH387,English,Basic,10,8
TCH3676,SCH096,Social Studies,Basic,4,28
TCH3677,SCH433,English,Basic,13,11
TCH3678,SCH401,Math,Basic,17,24
TCH3679,SCH121,Social Studies,Advanced,15,27
TCH3680,SCH148,Math,Basic,5,30
TCH3681,SCH226,English,Advanced,13,12
TCH3682,SCH285,Social Studies,Basic,7,17
TCH3683,SCH443,English,Advanced,1,11
TCH3684,SCH481,English,Basic,8,8
TCH3685,SCH156,Social Studies,Advanced,15,11
TCH3686,SCH471,Nepali,Advanced,8,24
TCH3687,SCH435,English,Advanced,16,9
TCH3688,SCH311,English,Basic,6,20
TCH3689,SCH098,English,Basic,3,10
TCH3690,SCH156,Science,Advanced,7,13
TCH3691,SCH210,Math,Advanced,8,20
TCH3692,SCH454,Math,Basic,9,24
TCH3693,SCH129,Nepali,Basic,10,26
TCH3694,SCH172,Social Studies,Advanced,4,26
TCH3695,SCH045,Science,Basic,18,22
TCH3696,SCH252,Math,Basic,9,8
TCH3697,SCH453,Social Studies,Basic,14,24
